Order_ID,Order_Date,Product_ID,Customer_ID,Region_ID,Quantity,Discount,Unit_Price,Sales_Amount,Profit
50048,2022-08-18,26,1075,2,8,0.22,419,2614.56,295.51704374787556
50049,2022-12-31,37,1066,4,9,0.01,336,2993.7599999999998,766.5384267787977
50050,2023-07-17,21,1012,2,6,0.0,246,1476.0,370.7340494278599
50051,2023-03-14,49,1094,2,9,0.14,298,2306.52,605.9855523238797
50052,2022-10-10,31,1036,4,8,0.04,50,384.0,38.74419404740062
50053,2022-01-27,25,1018,1,9,0.2,289,2080.8,416.6730115344863
50054,2022-08-14,23,1090,4,4,0.06,376,1413.76,340.6698445204219
50055,2022-10-04,24,1053,5,9,0.13,62,485.46,63.63420639152849
50056,2023-09-01,38,1071,3,7,0.06,18,118.44,27.236242753319054
50057,2022-10-11,28,1001,4,5,0.16,261,1096.2,128.0602981726555
50058,2023-04-26,21,1058,2,5,0.03,246,1193.1,162.57797578361118
50059,2023-03-29,43,1090,2,1,0.01,72,71.28,13.910959394563031
50060,2023-10-21,18,1087,4,2,0.02,305,597.8,137.92024965455255
50061,2023-05-31,36,1090,3,3,0.29,354,754.02,97.39964782115534
50062,2023-07-01,35,1006,4,8,0.04,74,568.3199999999999,77.88522467556771
50063,2022-07-11,45,1070,3,6,0.21,90,426.6,60.103364038042365
50064,2022-02-18,9,1044,3,5,0.02,279,1367.1,201.97557402079468
50065,2023-05-27,38,1072,5,1,0.03,18,17.46,2.5371260390538093
50066,2022-01-17,30,1024,2,9,0.15,389,2975.85,532.7658949045385
50067,2022-06-21,44,1086,2,3,0.14,148,381.84,88.11260805509885
50068,2022-08-08,34,1019,3,3,0.29,310,660.3,123.87647728073806
50069,2022-06-07,32,1018,2,2,0.28,166,239.04,61.00176062951465
50070,2023-04-22,3,1095,1,4,0.23,227,699.16,170.49275372380671
50071,2022-02-15,3,1030,3,2,0.18,227,372.28000000000003,46.64868791243798
50072,2023-01-08,28,1042,2,9,0.14,261,2020.1399999999999,221.74738338703352
50073,2023-06-02,44,1033,1,7,0.11,148,922.04,254.10344793403937
50074,2022-04-09,15,1074,5,8,0.28,224,1290.24,149.62424706441635
50075,2022-02-06,41,1012,2,3,0.18,145,356.70000000000005,46.252517152544335
50076,2022-10-07,23,1094,1,6,0.17,376,1872.48,195.536823163413
50077,2022-12-15,40,1027,4,6,0.07,138,770.04,173.77282694691505
50078,2023-05-12,11,1039,4,1,0.01,313,309.87,67.07883328117549
50079,2022-10-29,48,1009,1,6,0.28,428,1848.96,549.845080618426
50080,2022-06-30,32,1021,3,3,0.09,166,453.18,125.7060046726032
50081,2023-08-30,36,1076,3,3,0.13,354,923.9399999999999,168.31288908034233
50082,2022-04-09,33,1029,2,3,0.03,24,69.84,12.17431102586629
50083,2023-12-01,24,1033,4,8,0.25,62,372.0,59.28579135043089
50084,2022-04-26,39,1062,3,5,0.01,353,1747.35,227.9966463456384
50085,2022-07-10,34,1015,3,4,0.25,310,930.0,118.68356012797368
50086,2022-09-10,28,1002,4,9,0.04,261,2255.04,285.1650105819961
50087,2022-06-10,37,1052,5,9,0.27,336,2207.52,271.1341217569915
50088,2022-09-13,7,1044,3,1,0.22,455,354.90000000000003,52.56154476994502
50089,2022-11-19,4,1054,1,2,0.05,53,100.69999999999999,16.246306214506163
50090,2022-05-08,37,1018,2,8,0.17,336,2231.04,652.1682295093326
50091,2022-01-18,1,1003,3,5,0.09,200,910.0,196.2821316823432
50092,2023-07-20,1,1007,3,7,0.05,200,1330.0,395.70047602053273
50093,2023-07-24,47,1043,5,1,0.26,172,127.28,22.20951862385034
50094,2022-11-19,20,1082,1,5,0.12,217,954.8,182.86838175927966
50095,2023-11-17,19,1038,2,3,0.12,222,586.08,96.65381211271736
50096,2023-09-18,29,1037,3,2,0.05,197,374.29999999999995,51.12096954611593
50097,2022-10-15,10,1058,2,2,0.11,360,640.8,82.42798894877454
50098,2023-10-25,18,1033,4,9,0.26,305,2031.3,587.0778749014098
50099,2023-10-01,28,1059,3,4,0.11,261,929.16,276.2970026200264
50100,2022-06-04,35,1095,3,4,0.29,74,210.16,22.903635957255005
50101,2023-05-05,43,1011,4,7,0.28,72,362.88,47.19950220453269
50102,2023-01-21,47,1068,5,2,0.04,172,330.24,60.99691924829795
50103,2022-04-14,31,1082,3,3,0.05,50,142.5,19.560504075815608
50104,2023-01-28,27,1068,2,3,0.26,226,501.71999999999997,86.68521421809596
50105,2022-09-03,11,1098,1,6,0.12,313,1652.64,207.93395832640488
50106,2022-06-25,49,1093,2,3,0.0,298,894.0,171.02430210185608
50107,2022-02-08,49,1088,5,5,0.08,298,1370.8,211.5677959689641
50108,2023-04-22,38,1022,1,4,0.18,18,59.040000000000006,10.059294898398267
50109,2023-11-13,5,1066,2,3,0.24,171,389.88,46.34212331045921
50110,2023-06-22,8,1044,2,8,0.04,493,3786.24,702.8231101441532
50111,2023-02-12,34,1006,4,3,0.03,310,902.1,267.6093381696864
50112,2023-06-09,48,1042,5,6,0.28,428,1848.96,306.4958300722891
50113,2023-05-21,12,1025,4,7,0.23,280,1509.2,415.4614123184406
50114,2022-02-05,38,1057,1,7,0.18,18,103.32000000000001,27.75586706251183
50115,2023-11-16,1,1085,4,2,0.23,200,308.0,89.44679856710817
50116,2022-01-20,31,1055,5,3,0.13,50,130.5,33.671858270171164
50117,2022-11-17,4,1016,3,4,0.23,53,163.24,37.85851720981619
50118,2023-05-27,49,1095,3,7,0.11,298,1856.54,503.71065681720887
50119,2023-02-04,45,1014,1,2,0.07,90,167.39999999999998,19.272583908408063
50120,2023-10-16,50,1039,3,3,0.22,388,907.9200000000001,174.8346420567883
50121,2023-04-16,5,1028,4,7,0.13,171,1041.39,310.17931086626726
50122,2022-05-23,30,1096,1,7,0.29,389,1933.33,490.91121210052887
50123,2022-04-02,24,1092,5,3,0.1,62,167.4,48.95028365668623
50124,2022-12-20,3,1051,1,1,0.28,227,163.44,41.828687833291156
50125,2023-12-28,11,1049,1,3,0.28,313,676.0799999999999,185.90604010965694
50126,2022-02-20,45,1009,2,5,0.07,90,418.5,100.98653022377708
50127,2023-10-27,4,1058,2,7,0.24,53,281.96,71.082229033097
50128,2023-11-29,26,1045,1,4,0.13,419,1458.12,298.38326394143456
50129,2023-07-29,27,1022,3,1,0.28,226,162.72,46.35039173529513
50130,2022-07-09,46,1032,2,6,0.14,401,2069.16,548.343502461087
50131,2022-05-05,43,1069,5,2,0.22,72,112.32000000000001,30.18903186871276
50132,2022-05-30,27,1087,4,3,0.14,226,583.08,136.79162931790734
50133,2022-11-10,42,1069,2,4,0.07,481,1789.32,287.9301981844313
50134,2023-07-24,50,1042,1,6,0.06,388,2188.3199999999997,234.42587876962992
50135,2022-12-08,6,1053,3,6,0.13,211,1101.42,316.25185452685207
50136,2022-11-01,15,1096,4,7,0.23,224,1207.3600000000001,262.26765286676095
50137,2023-11-23,30,1059,2,5,0.18,389,1594.9,254.5916449368338
50138,2023-11-13,42,1074,3,7,0.21,481,2659.9300000000003,345.3307894833803
50139,2022-02-23,37,1039,3,2,0.08,336,618.24,164.39288036783728
50140,2023-03-20,37,1015,3,1,0.14,336,288.96,77.24017507751446
50141,2023-09-05,42,1071,1,8,0.01,481,3809.52,1001.5288789505246
50142,2022-09-21,37,1029,5,1,0.25,336,252.0,57.712167675126025
50143,2022-02-22,35,1003,3,2,0.3,74,103.6,17.94383883090367
50144,2023-07-26,23,1083,4,6,0.12,376,1985.28,319.2609309937097
50145,2023-09-12,6,1010,2,1,0.0,211,211.0,21.461011298986783
50146,2022-01-05,4,1092,4,3,0.05,53,151.04999999999998,40.28828434797173
50147,2022-04-13,18,1029,1,7,0.2,305,1708.0,200.6670094638283
50148,2022-07-15,9,1079,1,8,0.18,279,1830.2400000000002,413.9106055228269
50149,2022-12-16,49,1035,4,4,0.24,298,905.92,181.92231516827457
50150,2022-02-16,29,1006,5,3,0.08,197,543.72,111.64630764708714
50151,2023-10-18,13,1012,1,1,0.23,465,358.05,102.16690685248965
50152,2022-09-26,47,1038,1,9,0.21,172,1222.92,130.0245259167655
50153,2023-01-05,17,1077,4,6,0.1,199,1074.6000000000001,273.67745691721575
50154,2023-09-28,45,1093,1,6,0.16,90,453.59999999999997,50.0821935798821
50155,2022-04-16,32,1019,5,9,0.04,166,1434.24,154.3682855553511
50156,2023-11-01,48,1067,5,1,0.14,428,368.08,68.44945966637597
50157,2023-10-21,22,1008,5,6,0.26,347,1540.68,173.5037319213444
50158,2023-10-19,4,1008,2,5,0.13,53,230.55,59.442427594116175
50159,2022-04-30,5,1084,5,6,0.25,171,769.5,158.44976011247908
50160,2023-08-27,37,1047,5,8,0.18,336,2204.1600000000003,233.21722463747375
50161,2022-02-27,41,1004,2,5,0.06,145,681.5,73.67024356748563
50162,2022-12-12,49,1051,3,2,0.17,298,494.67999999999995,110.08297365830512
50163,2023-04-19,13,1085,1,2,0.15,465,790.5,206.49627837179378
50164,2022-04-27,34,1067,5,5,0.12,310,1364.0,255.83171213175825
50165,2022-05-07,45,1045,1,3,0.04,90,259.2,54.66946201240676
50166,2023-01-28,22,1008,4,3,0.13,347,905.67,235.4433083298749
50167,2023-10-03,23,1087,1,8,0.02,376,2947.84,654.7189040174873
50168,2022-02-27,3,1016,2,7,0.03,227,1541.33,223.4189394221336
50169,2023-09-26,42,1077,1,1,0.12,481,423.28000000000003,94.22653230200659
50170,2023-05-28,34,1067,1,5,0.09,310,1410.5,318.28763540229676
50171,2022-04-06,32,1009,1,9,0.28,166,1075.68,265.5008394388421
50172,2023-09-30,45,1060,3,4,0.11,90,320.4,71.82561793863982
50173,2022-04-28,49,1078,3,1,0.23,298,229.46,67.42645985098027
50174,2023-07-14,21,1077,4,8,0.16,246,1653.12,230.54024978127205
50175,2023-08-24,46,1071,2,5,0.21,401,1583.95,459.6910163800541
50176,2023-05-03,44,1015,1,2,0.08,148,272.32,56.55212200242328
50177,2022-08-25,21,1071,1,1,0.28,246,177.12,41.515374320891766
50178,2022-09-29,44,1098,1,3,0.16,148,372.96,44.715039477153745
50179,2022-07-08,11,1041,1,9,0.25,313,2112.75,372.0873640293191
50180,2023-12-05,39,1022,3,1,0.11,353,314.17,79.76016928886699
50181,2023-03-23,4,1024,4,4,0.03,53,205.64,49.63783622899127
50182,2023-08-04,1,1044,5,8,0.2,200,1280.0,138.275683370345
50183,2022-09-04,28,1001,2,8,0.0,261,2088.0,437.05776443644936
50184,2022-03-17,24,1010,1,8,0.14,62,426.56,50.18718919852095
50185,2022-06-03,35,1080,4,8,0.06,74,556.48,166.48283714181275
50186,2023-10-18,13,1072,5,4,0.19,465,1506.6000000000001,421.0334080568523
50187,2023-03-11,47,1056,4,8,0.29,172,976.9599999999999,101.8149924024527
50188,2022-03-27,34,1089,3,9,0.14,310,2399.4,651.9887599237945
50189,2023-11-28,11,1050,5,7,0.25,313,1643.25,466.49553822352067
50190,2022-10-12,36,1012,4,2,0.15,354,601.8,102.73306406773744
50191,2022-08-08,17,1089,3,9,0.15,199,1522.35,371.3016689123932
50192,2022-03-10,35,1081,4,8,0.28,74,426.24,80.31246015672073
50193,2022-02-16,18,1060,4,5,0.27,305,1113.25,257.212512690923
50194,2022-04-04,40,1026,5,3,0.24,138,314.64,52.87949361767659
50195,2023-03-29,22,1078,3,7,0.09,347,2210.39,363.635342212362
50196,2022-07-23,24,1041,1,2,0.16,62,104.16,19.257806772681086
50197,2022-08-06,19,1036,2,3,0.07,222,619.38,79.97035167083723
50198,2023-04-19,37,1023,5,9,0.13,336,2630.88,700.4133757507519
50199,2023-03-08,39,1043,3,4,0.15,353,1200.2,203.72144280260727
50200,2022-12-07,21,1006,4,4,0.25,246,738.0,132.86207415650276
50201,2023-07-05,8,1069,3,3,0.27,493,1079.67,301.0237887392249
50202,2023-09-04,28,1043,2,5,0.12,261,1148.4,228.90455761402922
50203,2022-10-16,5,1025,2,3,0.01,171,507.87,106.06904658840455
50204,2022-09-11,17,1018,1,9,0.26,199,1325.34,386.0710449384159
50205,2022-12-23,37,1062,1,3,0.05,336,957.5999999999999,265.58583689992827
50206,2022-01-23,36,1013,2,2,0.19,354,573.48,76.78515364266846
50207,2023-06-06,19,1043,5,5,0.01,222,1098.9,213.89319927540114
50208,2022-04-10,27,1078,5,6,0.12,226,1193.28,351.13367245318693
50209,2022-06-29,34,1028,4,1,0.3,310,217.0,37.86069734312135
50210,2022-08-11,11,1018,1,6,0.03,313,1821.6599999999999,317.5419737719242
50211,2023-10-21,45,1059,4,3,0.13,90,234.9,32.65252028945447
50212,2023-03-18,47,1060,1,4,0.09,172,626.08,76.92308305754038
50213,2023-08-31,12,1063,2,6,0.27,280,1226.3999999999999,304.2219590766272
50214,2022-11-21,21,1057,5,8,0.26,246,1456.32,369.9141544358784
50215,2023-05-31,11,1092,5,9,0.07,313,2619.81,769.7069703829587
50216,2022-01-16,39,1051,2,6,0.02,353,2075.64,528.6315550567215
50217,2022-12-02,28,1056,4,7,0.19,261,1479.8700000000001,220.01301106910034
50218,2022-09-15,5,1027,4,5,0.1,171,769.5,83.12394139860253
50219,2023-05-12,17,1032,3,9,0.2,199,1432.8000000000002,425.66693686496984
50220,2022-06-09,20,1009,1,4,0.01,217,859.3199999999999,144.44321833890623
50221,2023-04-20,41,1096,4,6,0.04,145,835.1999999999999,135.63172644791155
50222,2023-10-26,46,1084,2,5,0.21,401,1583.95,445.39255089650686
50223,2023-11-21,12,1092,4,1,0.06,280,263.2,57.11965865940807
50224,2023-11-06,6,1097,5,5,0.26,211,780.7,111.61998508480387
50225,2023-01-15,17,1068,1,5,0.02,199,975.1,270.90154925452106
50226,2023-06-29,19,1046,3,9,0.06,222,1878.12,560.9421778190829
50227,2023-11-22,26,1098,1,1,0.3,419,293.29999999999995,34.414564397107725
50228,2023-03-03,48,1067,5,5,0.13,428,1861.8,507.2480163147141
50229,2023-09-05,44,1026,5,7,0.21,148,818.44,145.76673352256307
50230,2022-09-25,44,1008,5,6,0.05,148,843.5999999999999,172.78150317461115
50231,2023-07-31,32,1006,5,6,0.18,166,816.72,231.10170074535503
50232,2023-02-21,6,1080,2,7,0.22,211,1152.06,339.48424725693627
50233,2022-06-17,36,1024,3,6,0.09,354,1932.8400000000001,294.6281785189088
50234,2022-02-12,38,1048,5,5,0.25,18,67.5,9.623485407958837
50235,2023-07-10,11,1094,5,5,0.18,313,1283.3000000000002,148.99537992809746
50236,2022-10-12,33,1045,4,9,0.12,24,190.08,40.36530716680384
50237,2023-02-01,24,1013,3,8,0.17,62,411.68,42.28813150382623
50238,2022-01-12,23,1069,1,4,0.17,376,1248.32,227.6681765744872
50239,2023-08-30,15,1025,3,4,0.05,224,851.1999999999999,97.61289499483793
50240,2022-10-29,27,1020,3,5,0.12,226,994.4,180.03130370898592
50241,2022-09-10,11,1082,3,3,0.1,313,845.1,91.25933862967328
50242,2023-05-14,50,1082,5,8,0.12,388,2731.52,729.4345303396127
50243,2022-02-04,17,1066,5,7,0.23,199,1072.6100000000001,152.25462845768905
50244,2023-12-28,14,1074,2,5,0.14,471,2025.3,335.51472621757586
50245,2022-03-31,27,1045,1,3,0.28,226,488.15999999999997,133.76052600467523
50246,2023-08-28,18,1047,4,5,0.09,305,1387.75,345.9011453227535
50247,2023-08-25,28,1063,3,3,0.12,261,689.04,99.08923854116878
50248,2023-02-22,47,1076,1,5,0.24,172,653.6,74.75869200690789
50249,2022-04-25,47,1077,1,1,0.16,172,144.48,35.12810945601189
50250,2023-09-09,4,1055,2,6,0.16,53,267.12,47.58489306796155
50251,2022-07-15,7,1075,4,4,0.02,455,1783.6,451.63605728545184
50252,2023-05-16,45,1019,3,4,0.12,90,316.8,59.89387677769333
50253,2023-09-18,35,1035,4,8,0.08,74,544.64,92.15335084024412
50254,2023-05-08,48,1053,2,2,0.3,428,599.1999999999999,113.99245612017359
50255,2022-03-16,9,1026,5,4,0.09,279,1015.5600000000001,253.5973126975425
50256,2023-02-17,8,1014,1,2,0.27,493,719.78,201.85802356920607
50257,2023-01-11,45,1045,3,1,0.2,90,72.0,7.916647630875488
50258,2023-02-24,17,1044,5,3,0.1,199,537.3000000000001,110.05102622024862
50259,2023-12-30,17,1088,2,8,0.16,199,1337.28,142.51003252105758
50260,2022-10-04,49,1065,4,6,0.25,298,1341.0,259.727439975533
50261,2023-11-07,33,1051,1,7,0.27,24,122.64,33.978217232088774
50262,2023-01-29,32,1043,3,2,0.05,166,315.4,54.34911400579313
50263,2023-04-02,8,1086,5,6,0.1,493,2662.2000000000003,762.6939022001777
50264,2022-07-11,19,1023,5,8,0.1,222,1598.4,361.43291621726684
50265,2023-11-20,38,1056,1,8,0.01,18,142.56,40.8906371622262
50266,2022-04-09,3,1019,4,4,0.18,227,744.5600000000001,187.20719652342913
50267,2023-07-02,5,1082,2,6,0.26,171,759.24,91.63042318528126
50268,2022-04-06,13,1076,4,5,0.11,465,2069.25,302.5869934658139
50269,2023-10-26,47,1055,4,9,0.22,172,1207.44,215.93143473646177
50270,2023-10-25,46,1092,4,8,0.19,401,2598.48,348.2518661541479
50271,2022-07-09,31,1092,1,2,0.11,50,89.0,17.709426565024554
50272,2022-02-06,16,1060,1,7,0.04,261,1753.9199999999998,340.74040712959163
50273,2023-01-04,50,1059,2,7,0.21,388,2145.64,624.921597131094
50274,2023-11-26,32,1033,4,1,0.26,166,122.84,22.93982662698838
50275,2023-06-09,22,1019,1,1,0.21,347,274.13,70.48577517189375
50276,2022-10-06,29,1028,2,4,0.01,197,780.12,224.97265084990727
50277,2022-08-05,22,1052,2,5,0.06,347,1630.8999999999999,449.14621688709445
50278,2022-09-30,43,1049,4,4,0.02,72,282.24,40.00287006843033
50279,2022-03-03,3,1037,3,7,0.17,227,1318.87,262.72678932683436
50280,2023-08-19,10,1026,4,3,0.23,360,831.6,140.99608059145837
50281,2023-12-30,42,1099,3,7,0.03,481,3265.99,587.7858999462388
50282,2022-12-08,21,1098,2,8,0.25,246,1476.0,254.11017510774576
50283,2023-02-01,16,1099,1,6,0.17,261,1299.78,344.7950348402534
50284,2023-11-30,12,1040,5,6,0.21,280,1327.2,252.73579079170244
50285,2022-01-19,2,1080,2,8,0.29,411,2334.48,477.9587889477159
50286,2022-06-26,41,1038,1,8,0.03,145,1125.2,333.6099532298737
50287,2023-09-04,24,1077,2,7,0.27,62,316.82,35.48252660314325
50288,2023-01-31,35,1087,4,6,0.04,74,426.24,84.22141287688176
50289,2023-03-21,30,1054,3,6,0.12,389,2053.92,523.3641642261533
50290,2022-08-21,30,1022,2,6,0.26,389,1727.16,224.93217754087547
50291,2022-03-17,47,1016,1,8,0.27,172,1004.48,223.3022512317296
50292,2022-09-22,35,1028,4,1,0.15,74,62.9,9.302466926543593
50293,2023-03-31,19,1035,5,5,0.18,222,910.2,248.92224477140024
50294,2023-12-19,50,1060,4,3,0.21,388,919.5600000000001,152.11355366305938
50295,2023-01-19,8,1045,3,8,0.25,493,2958.0,490.4735624785781
50296,2023-07-18,26,1046,4,6,0.04,419,2413.44,530.085006834045
50297,2023-05-21,49,1072,5,2,0.24,298,452.96,61.925330972398775
50298,2023-01-02,40,1055,1,7,0.14,138,830.76,130.4108171310214
50299,2022-05-24,7,1086,2,7,0.14,455,2739.1,502.149260132416
50300,2022-03-10,30,1085,3,5,0.13,389,1692.15,288.89666202250754
50301,2022-04-09,7,1026,5,8,0.15,455,3094.0,634.1940225018543
50302,2023-01-31,3,1085,3,5,0.28,227,817.1999999999999,179.72518514663184
50303,2022-01-25,1,1025,4,1,0.16,200,168.0,35.84002644600553
50304,2023-04-14,36,1065,3,9,0.29,354,2262.06,522.159594364894
50305,2023-04-29,25,1006,5,4,0.05,289,1098.2,177.41410382774166
50306,2023-07-19,37,1023,2,2,0.22,336,524.16,65.66951424511589
50307,2022-05-31,1,1064,2,4,0.24,200,608.0,153.31419703801896
50308,2022-05-24,15,1087,3,9,0.2,224,1612.8000000000002,435.7077202213528
50309,2023-07-23,37,1043,1,2,0.18,336,551.0400000000001,83.42814284076982
50310,2022-02-08,13,1023,3,4,0.17,465,1543.8,280.07371238335014
50311,2022-04-19,40,1096,4,2,0.26,138,204.24,40.7895553745273
50312,2023-11-24,8,1030,2,5,0.25,493,1848.75,382.0726001078982
50313,2022-02-11,5,1077,2,3,0.04,171,492.47999999999996,114.20514389144934
50314,2022-07-05,9,1018,2,2,0.25,279,418.5,45.332190631840405
50315,2023-02-02,1,1087,1,9,0.12,200,1584.0,386.9639398101366
50316,2022-08-11,36,1079,1,5,0.08,354,1628.4,183.02271755305435
50317,2023-09-26,35,1097,5,5,0.26,74,273.8,53.023481965766244
50318,2022-05-13,2,1021,3,1,0.13,411,357.57,94.94707358909533
50319,2022-06-12,40,1057,3,6,0.24,138,629.28,119.71615446796584
50320,2022-08-03,23,1023,4,7,0.08,376,2421.44,314.3463762514772
50321,2022-08-23,9,1091,2,1,0.0,279,279.0,82.86488855133256
50322,2023-10-20,34,1045,1,9,0.15,310,2371.5,658.9380946618231
50323,2023-08-11,46,1044,4,8,0.03,401,3111.7599999999998,791.2045822648539
50324,2022-01-09,14,1082,4,8,0.23,471,2901.36,528.9246608375306
50325,2022-03-15,4,1088,1,7,0.08,53,341.32,46.68204470037102
50326,2023-05-07,30,1047,3,5,0.13,389,1692.15,487.81678612746333
50327,2022-09-10,31,1040,2,3,0.03,50,145.5,30.041417781648743
50328,2022-08-18,38,1051,3,9,0.09,18,147.42000000000002,39.87284839406461
50329,2023-06-03,11,1042,4,7,0.23,313,1687.07,284.13464427331087
50330,2022-06-23,35,1007,2,8,0.05,74,562.4,93.95322990509885
50331,2023-10-15,8,1050,5,6,0.19,493,2395.98,711.8650561770769
50332,2022-06-17,3,1048,4,5,0.28,227,817.1999999999999,167.00839344599825
50333,2022-06-19,14,1084,3,8,0.2,471,3014.4,386.2624571371667
50334,2023-01-28,13,1091,3,3,0.24,465,1060.2,152.5998187219978
50335,2023-09-26,45,1006,3,7,0.03,90,611.1,120.01322982737834
50336,2022-07-13,32,1091,1,2,0.08,166,305.44,33.13846297991607
50337,2023-06-01,34,1009,4,3,0.27,310,678.9,130.69286453466563
50338,2022-01-29,45,1057,2,2,0.21,90,142.20000000000002,26.134677548758834
50339,2022-06-14,19,1031,3,5,0.19,222,899.1,230.0502472297501
50340,2023-02-26,38,1021,3,7,0.2,18,100.80000000000001,17.235630004103115
50341,2022-12-05,16,1090,1,1,0.12,261,229.68,68.10235991008304
50342,2023-10-10,2,1040,2,9,0.01,411,3662.0099999999998,498.59725043582
50343,2023-05-11,40,1045,4,1,0.24,138,104.88,22.884536703891598
50344,2022-12-31,17,1077,5,1,0.2,199,159.20000000000002,18.77602561674283
50345,2022-12-08,34,1049,1,8,0.14,310,2132.8,526.317021012473
50346,2023-05-15,42,1087,4,6,0.27,481,2106.7799999999997,629.8234349870401
50347,2023-10-19,16,1020,5,6,0.1,261,1409.4,371.83879920943014
50348,2023-05-26,38,1092,3,9,0.09,18,147.42000000000002,31.126363194597364
50349,2022-11-23,2,1017,3,4,0.26,411,1216.56,239.59938915163386
50350,2022-08-05,2,1028,2,8,0.24,411,2498.88,667.2159339220998
50351,2022-10-28,26,1041,5,4,0.15,419,1424.6,409.13773621577957
50352,2022-05-12,13,1066,3,2,0.04,465,892.8,265.9127172465075
50353,2022-03-11,47,1025,3,8,0.06,172,1293.4399999999998,231.92393970020123
50354,2022-09-09,31,1058,2,7,0.2,50,280.0,83.49137858849268
50355,2023-02-19,34,1041,4,4,0.12,310,1091.2,143.14934527441702
50356,2023-03-21,39,1006,3,9,0.25,353,2382.75,359.1041457203513
50357,2022-07-01,3,1075,1,9,0.28,227,1470.96,173.28383176771442
50358,2022-06-16,8,1038,1,8,0.24,493,2997.44,462.647979770249
50359,2022-04-01,23,1006,4,1,0.11,376,334.64,84.86052445469024
50360,2023-12-15,14,1045,5,7,0.24,471,2505.7200000000003,678.0099245549809
50361,2023-06-15,27,1075,2,5,0.11,226,1005.7,257.23646663593127
50362,2022-02-08,29,1014,1,7,0.05,197,1310.05,296.35054453771806
