Order_ID,Order_Date,Customer_ID,Product_ID,Region,Customer_Segment,Product_Category,Quantity,Unit_Price,Discount,Sales_Amount,Profit,Sales_Channel
700149,2024-02-06,1078,2060,South,Small Business,Appliances,1,686.01,0.05,651.71,212.84,Partner
700150,2024-04-28,1076,2017,South,Small Business,Appliances,7,845.98,0.2,4737.49,1209.0,Online
700151,2024-09-07,1032,2030,Central,Consumer,Office Supplies,8,303.78,0.0,2430.24,807.31,Partner
700152,2024-06-30,1074,2005,Central,Small Business,Office Supplies,9,185.4,0.05,1585.17,535.72,Retail
700153,2024-09-16,1142,2023,East,Consumer,Appliances,2,578.75,0.15,983.88,227.46,Online
700154,2024-09-20,1018,2047,West,Corporate,Office Supplies,8,1182.51,0.0,9460.08,2469.51,Retail
700155,2024-06-09,1014,2075,Central,Small Business,Furniture,3,1013.37,0.15,2584.09,404.83,Online
700156,2024-12-10,1123,2008,South,Corporate,Appliances,2,367.03,0.15,623.95,132.21,Online
700157,2024-06-30,1028,2096,East,Corporate,Furniture,7,590.03,0.1,3717.19,946.54,Retail
700158,2024-12-21,1095,2092,South,Corporate,Furniture,3,1107.77,0.1,2990.98,777.98,Partner
700159,2024-04-04,1191,2032,Central,Small Business,Office Supplies,6,154.2,0.0,925.2,145.8,Partner
700160,2024-12-30,1024,2046,East,Small Business,Furniture,8,803.56,0.1,5785.63,1269.48,Online
700161,2024-01-11,1042,2030,South,Small Business,Furniture,9,884.09,0.0,7956.81,1674.29,Online
700162,2024-05-31,1037,2064,North,Consumer,Furniture,4,431.99,0.2,1382.37,208.98,Online
700163,2024-10-26,1160,2007,North,Consumer,Furniture,7,337.4,0.2,1889.44,532.66,Partner
700164,2024-12-16,1184,2078,North,Consumer,Office Supplies,8,910.04,0.2,5824.26,1814.2,Retail
700165,2024-12-23,1129,2004,North,Corporate,Electronics,6,1169.22,0.15,5963.02,1789.0,Partner
700166,2024-08-24,1147,2077,West,Small Business,Electronics,1,514.45,0.2,411.56,94.17,Partner
700167,2024-10-18,1074,2007,South,Corporate,Appliances,3,912.82,0.15,2327.69,798.72,Partner
700168,2024-08-14,1032,2007,West,Consumer,Furniture,2,803.95,0.05,1527.5,341.42,Online
700169,2024-07-29,1097,2097,Central,Small Business,Office Supplies,8,339.98,0.0,2719.84,443.42,Online
700170,2024-03-31,1091,2083,North,Small Business,Furniture,2,1170.76,0.2,1873.22,510.33,Retail
700171,2024-10-14,1169,2081,North,Consumer,Office Supplies,9,169.36,0.0,1524.24,333.18,Online
700172,2024-10-31,1118,2007,East,Small Business,Appliances,1,694.12,0.1,624.71,94.27,Partner
700173,2024-08-05,1083,2075,South,Corporate,Appliances,7,1106.78,0.05,7360.09,2177.7,Retail
700174,2024-04-24,1090,2015,East,Small Business,Appliances,7,558.81,0.2,3129.34,988.55,Retail
700175,2024-09-27,1018,2031,West,Consumer,Appliances,4,335.46,0.15,1140.56,180.14,Retail
700176,2024-08-18,1072,2077,Central,Small Business,Electronics,5,483.42,0.05,2296.24,570.61,Partner
700177,2024-05-11,1149,2052,West,Small Business,Office Supplies,6,906.94,0.05,5169.56,1659.42,Online
700178,2024-06-03,1050,2052,Central,Small Business,Furniture,8,662.99,0.15,4508.33,1153.45,Online
700179,2024-12-23,1057,2099,North,Consumer,Electronics,1,1089.58,0.05,1035.1,294.92,Retail
700180,2024-09-25,1090,2059,South,Corporate,Office Supplies,3,777.14,0.1,2098.28,517.7,Online
700181,2024-11-17,1194,2028,Central,Corporate,Furniture,1,730.4,0.05,693.88,143.27,Partner
700182,2024-11-21,1010,2099,East,Small Business,Office Supplies,4,80.73,0.15,274.48,73.76,Online
700183,2024-11-06,1028,2007,South,Consumer,Appliances,1,790.02,0.15,671.52,158.52,Online
700184,2024-07-21,1051,2033,Central,Small Business,Appliances,9,485.51,0.1,3932.63,920.0,Online
700185,2024-08-26,1127,2009,Central,Consumer,Office Supplies,1,202.56,0.1,182.3,27.89,Online
700186,2024-11-01,1084,2067,Central,Corporate,Furniture,4,691.16,0.05,2626.41,607.32,Online
700187,2024-04-10,1165,2044,North,Corporate,Office Supplies,5,66.72,0.2,266.88,50.3,Retail
700188,2024-09-16,1008,2066,Central,Corporate,Furniture,6,830.48,0.1,4484.59,815.61,Partner
700189,2024-10-05,1143,2047,East,Corporate,Electronics,6,304.74,0.05,1737.02,347.29,Retail
700190,2024-05-13,1041,2007,North,Small Business,Appliances,3,976.19,0.1,2635.71,610.8,Partner
700191,2024-12-20,1029,2011,Central,Small Business,Electronics,1,228.8,0.2,183.04,37.13,Online
700192,2024-06-16,1125,2034,South,Corporate,Electronics,9,727.98,0.0,6551.82,1854.85,Partner
700193,2024-05-19,1116,2076,North,Consumer,Office Supplies,1,933.57,0.15,793.53,247.4,Retail
700194,2024-01-01,1133,2087,South,Small Business,Appliances,1,42.45,0.0,42.45,6.37,Partner
700195,2024-09-07,1004,2007,East,Corporate,Electronics,7,655.32,0.1,4128.52,704.13,Online
700196,2024-07-16,1112,2094,East,Consumer,Furniture,6,908.16,0.0,5448.96,1337.37,Partner
700197,2024-04-10,1131,2075,West,Small Business,Office Supplies,8,898.48,0.15,6109.66,1502.09,Retail
700198,2024-10-26,1057,2001,Central,Small Business,Furniture,2,493.14,0.0,986.28,267.66,Partner
700199,2024-07-12,1125,2057,Central,Consumer,Electronics,8,426.19,0.1,3068.57,868.76,Online
700200,2024-08-06,1188,2091,South,Small Business,Electronics,5,951.55,0.2,3806.2,696.39,Retail
700201,2024-12-07,1165,2064,North,Small Business,Appliances,4,650.08,0.2,2080.26,388.96,Online
700202,2024-07-27,1105,2076,East,Corporate,Office Supplies,4,309.04,0.0,1236.16,280.23,Online
700203,2024-09-26,1076,2054,South,Corporate,Appliances,1,209.57,0.15,178.13,48.93,Retail
700204,2024-03-20,1082,2036,North,Corporate,Electronics,2,1039.12,0.1,1870.42,482.96,Online
700205,2024-10-25,1015,2035,East,Small Business,Appliances,6,667.73,0.2,3205.1,941.83,Online
700206,2024-01-03,1138,2033,East,Corporate,Appliances,3,260.65,0.0,781.95,220.73,Partner
700207,2024-04-30,1172,2081,North,Corporate,Electronics,4,602.02,0.0,2408.08,692.64,Partner
700208,2024-03-16,1192,2014,Central,Corporate,Electronics,3,574.7,0.15,1465.48,219.99,Partner
700209,2024-10-11,1107,2099,West,Corporate,Electronics,5,361.2,0.05,1715.7,406.84,Partner
700210,2024-03-24,1027,2006,North,Consumer,Appliances,7,552.74,0.1,3482.26,1014.88,Partner
700211,2024-12-09,1094,2049,West,Consumer,Electronics,6,620.75,0.2,2979.6,629.74,Partner
700212,2024-03-21,1067,2026,East,Corporate,Appliances,8,508.35,0.15,3456.78,1065.19,Partner
700213,2024-03-19,1067,2055,Central,Corporate,Appliances,6,101.31,0.0,607.86,97.32,Online
700214,2024-01-08,1065,2022,West,Corporate,Electronics,6,875.23,0.1,4726.24,1505.67,Retail
700215,2024-04-21,1105,2017,South,Corporate,Office Supplies,6,910.81,0.05,5191.62,828.29,Partner
700216,2024-08-13,1013,2093,Central,Consumer,Appliances,3,491.45,0.0,1474.35,343.47,Retail
700217,2024-05-18,1189,2015,Central,Consumer,Appliances,2,833.22,0.15,1416.47,483.72,Online
700218,2024-04-13,1071,2046,South,Consumer,Office Supplies,2,154.94,0.05,294.39,98.74,Online
700219,2024-02-01,1075,2021,Central,Corporate,Office Supplies,3,1188.67,0.15,3031.11,552.21,Online
700220,2024-05-30,1181,2045,East,Corporate,Office Supplies,1,41.44,0.05,39.37,6.38,Online
700221,2024-07-11,1057,2070,South,Corporate,Electronics,6,468.78,0.05,2672.05,710.16,Retail
700222,2024-01-18,1174,2009,Central,Consumer,Appliances,4,109.76,0.05,417.09,124.78,Retail
700223,2024-09-14,1134,2039,South,Consumer,Furniture,7,744.08,0.2,4166.85,1347.57,Online
700224,2024-07-16,1068,2032,Central,Small Business,Office Supplies,6,215.54,0.05,1228.58,379.97,Online
700225,2024-11-06,1179,2001,Central,Corporate,Furniture,3,113.14,0.0,339.42,85.71,Partner
700226,2024-08-02,1001,2020,Central,Consumer,Electronics,2,51.11,0.0,102.22,16.82,Online
700227,2024-01-22,1140,2035,South,Consumer,Furniture,7,465.03,0.05,3092.45,669.64,Online
700228,2024-03-15,1142,2057,North,Small Business,Appliances,2,1049.55,0.0,2099.1,727.17,Partner
700229,2024-12-27,1148,2067,South,Consumer,Electronics,8,877.39,0.2,5615.3,1290.0,Partner
700230,2024-01-16,1164,2049,Central,Corporate,Furniture,5,1141.33,0.05,5421.32,1169.77,Retail
700231,2024-07-30,1051,2092,Central,Corporate,Office Supplies,4,1054.89,0.05,4008.58,1251.93,Online
700232,2024-04-27,1027,2084,East,Corporate,Furniture,6,801.39,0.15,4087.09,687.87,Online
700233,2024-10-22,1180,2002,East,Consumer,Appliances,9,308.55,0.2,2221.56,355.77,Online
700234,2024-03-14,1109,2025,South,Corporate,Electronics,8,228.58,0.15,1554.34,460.28,Online
700235,2024-10-15,1138,2033,Central,Small Business,Office Supplies,8,1156.59,0.2,7402.18,1760.8,Retail
700236,2024-03-03,1133,2019,East,Consumer,Office Supplies,2,248.6,0.05,472.34,133.58,Online
700237,2024-10-08,1111,2045,East,Corporate,Furniture,8,436.32,0.15,2966.98,470.03,Partner
700238,2024-02-24,1184,2031,West,Corporate,Electronics,4,655.32,0.05,2490.22,461.0,Partner
700239,2024-02-26,1118,2090,North,Small Business,Electronics,4,220.09,0.15,748.31,115.5,Retail
700240,2024-06-23,1171,2091,West,Consumer,Appliances,9,542.11,0.2,3903.19,717.75,Partner
700241,2024-04-11,1038,2040,Central,Small Business,Electronics,4,1196.39,0.2,3828.45,585.04,Retail
700242,2024-12-10,1047,2063,South,Consumer,Furniture,6,468.47,0.0,2810.82,807.64,Partner
700243,2024-07-22,1150,2019,West,Consumer,Furniture,2,950.16,0.15,1615.27,543.26,Partner
700244,2024-03-26,1011,2072,North,Corporate,Electronics,2,327.63,0.2,524.21,118.39,Partner
700245,2024-06-07,1062,2025,West,Corporate,Appliances,1,104.12,0.0,104.12,31.5,Retail
700246,2024-11-27,1142,2008,South,Consumer,Appliances,9,1034.94,0.05,8848.74,1858.37,Partner
700247,2024-02-24,1181,2089,West,Corporate,Appliances,8,727.77,0.15,4948.84,1503.93,Online
700248,2024-04-21,1004,2076,North,Small Business,Office Supplies,3,200.51,0.1,541.38,168.55,Partner
700249,2024-04-28,1092,2030,North,Small Business,Appliances,7,669.9,0.1,4220.37,923.19,Retail
700250,2024-09-05,1099,2049,East,Corporate,Furniture,6,123.81,0.2,594.29,133.87,Retail
700251,2024-10-16,1167,2084,West,Consumer,Appliances,7,1151.95,0.1,7257.29,1864.24,Online
700252,2024-08-14,1087,2004,North,Consumer,Office Supplies,2,815.85,0.0,1631.7,461.32,Retail
700253,2024-03-16,1032,2017,North,Small Business,Electronics,8,627.66,0.2,4017.02,948.21,Partner
700254,2024-05-09,1004,2072,South,Consumer,Appliances,8,715.73,0.1,5153.26,1354.49,Retail
700255,2024-07-03,1123,2081,East,Corporate,Office Supplies,5,779.7,0.1,3508.65,1142.86,Retail
700256,2024-11-23,1071,2096,West,Small Business,Electronics,8,662.9,0.0,5303.2,1463.67,Online
700257,2024-08-14,1072,2086,North,Small Business,Office Supplies,1,869.39,0.05,825.92,260.49,Partner
700258,2024-05-28,1102,2057,North,Small Business,Electronics,4,706.07,0.15,2400.64,500.28,Partner
700259,2024-08-08,1060,2085,East,Corporate,Electronics,3,62.82,0.1,169.61,38.21,Retail
700260,2024-01-04,1167,2008,East,Consumer,Office Supplies,7,915.89,0.0,6411.23,1344.25,Online
700261,2024-07-11,1008,2051,West,Consumer,Office Supplies,3,167.06,0.1,451.06,78.05,Partner
700262,2024-08-29,1179,2041,Central,Small Business,Electronics,6,426.12,0.0,2556.72,817.56,Online
700263,2024-06-14,1196,2061,Central,Corporate,Electronics,3,238.12,0.2,571.49,109.96,Online
700264,2024-05-04,1130,2097,Central,Corporate,Furniture,5,315.58,0.05,1499.0,419.07,Retail
700265,2024-05-04,1102,2099,South,Small Business,Electronics,7,152.09,0.1,958.17,278.77,Online
700266,2024-02-24,1171,2071,South,Corporate,Electronics,3,318.72,0.05,908.35,296.5,Partner
700267,2024-11-12,1015,2010,Central,Small Business,Furniture,1,115.27,0.15,97.98,27.52,Retail
700268,2024-05-01,1110,2038,West,Small Business,Electronics,2,739.69,0.2,1183.5,321.96,Retail
700269,2024-03-14,1012,2021,East,Small Business,Electronics,9,71.81,0.1,581.66,161.09,Retail
